"id","group","hs.grad","nation","gender","age","m.status","political","n.child","income","food","housing","other","score","Pol","time1","time2","time3","scr"
1029,"control","no","North America","undis",51,"divorced","New_Democrat",1,0,0.93,0,0.07,-0.67,1.42368845433242,0.37,NA,0.365187030153921,0.586970056040858
1030,"control","yes","Asia","male",57,"married","New_Democrat",1,18824.3824812981,0.15,0.57,0.28,-0.8,0.536054034983386,0.77,-0.67,0.779963955932434,0.171381317381643
1031,"treat","yes","North America","female",36,"widowed","Liberal",1,144515.319841779,0.91,0,0.09,0.6,1.02410315346493,0.08,NA,0.0884060476721213,0.807284027129897
1032,"control","no","Southern","female",18,"divorced","Conservative",2,115424.189855932,0.6,0.19,0.21,2.13,1.45824821389696,0.61,NA,0.611001925042999,1.30559144832422
1033,"control","no","Asia","undis",62,"divorced","New_Democrat",0,1471.06591999757,0.78,0.13,0.09,-0.07,1.486161514342,0.98,NA,0.972619570384611,0.0795118791864524
1034,"treat","yes","Asia","male",51,"never","Liberal",3,29000,0.89,0.04,0.07,0.65,2.2490754814753,0.01,NA,0.0128366838610337,0.899722714261375
1035,"control","no","Asia","undis",28,"married","Liberal",1,12417.577148504,0.14,0.09,0.77,1.21,0.474107601346275,0,NA,-0.00313009430413538,0.774383531784306
1036,"control","yes","North America","female",37,"married","Liberal",1,64069.7793988312,0.29,0.63,0.08,-0.55,-1.13885552871558,0.7,NA,0.702019986146223,1.45949605863079
1037,"control","yes","North America","undis",24,"married","New_Democrat",1,29655.0205035181,0.48,0.42,0.1,0.57,0.0633650597549348,0.82,NA,0.837266339361871,0.591385440348308
1038,"control","no","Asia","undis",55,"married","New_Democrat",0,64119.142209341,0.53,0.01,0.46,0.05,1.1947963766706,0,NA,0.00200872419928059,1.13870385982425
1039,"control","no","Asia","undis",43,"married","Conservative",0,103929.438561327,0.28,0.22,0.5,0.97,1.34893233916227,0.23,NA,0.21918215786878,0.545278891305051
1040,"control","yes","Asia","undis",27,"married","New_Democrat",2,85548.878886407,0.8,0.06,0.14,-0.26,-0.203589162340118,0.24,NA,0.253637304633875,1.58781244894432
1041,"control","no","Europe","undis",54,"widowed","Liberal",2,44499.0534669211,0.44,0.37,0.19,-0.51,-0.154102807559404,0.21,NA,0.19926060631388,1.04778865659753
1042,"control","yes","North America","male",19,"married","Other",1,134923.798581073,0.7,0.07,0.23,-0.19,-0.283291151541013,0.63,NA,0.640292259950819,1.21313025925085
1043,"control","yes","Asia","male",26,"never","Liberal",1,24000,0.88,0.06,0.06,1.5,-0.0777645872788094,0.1,NA,0.116758920960568,1.89752087472742
1044,"treat","yes","Southern","male",35,"never","Liberal",5,113000,0.77,0.01,0.22,-0.15,2.35300028374878,0.49,NA,0.510662349804696,1.40901861456522
1045,"control","yes","North America","undis",23,"divorced","Conservative",1,96586.5713808427,0.54,0.09,0.37,0.99,-0.0481553080536755,0.98,NA,0.979979481787359,1.52984039918485
1046,"control","yes","Southern","male",27,"never","Other",1,33000,0.27,0.41,0.32,1.03,0.492331253499264,0.96,NA,0.95966434111406,0.59876093198117
1047,"control","no","Europe","male",56,"divorced","Liberal",2,99089.0134006,0.51,0.18,0.31,0.71,0.715562483749811,0.73,NA,0.732817043882228,1.16797595439494
1048,"treat","no","Europe","male",44,"widowed","Liberal",0,149238.271405333,0.71,0.08,0.21,-0.09,3.05619260795209,0.02,NA,0.0256575080649568,1.51193172154116
1049,"control","no","North America","undis",28,"divorced","New_Democrat",1,76214.3226105498,0.76,0.05,0.19,0.12,0.985248810795887,0.86,NA,0.83896001463468,0.855154596109288
1050,"treat","yes","Asia","undis",28,"divorced","Other",0,14864.1510875203,0,0.23,0.77,-0.59,0.861841675459145,0.45,NA,0.45230564458235,-0.438115963622176
1051,"treat","yes","North America","male",51,"widowed","Liberal",2,101686.340993889,0.69,0.04,0.27,-0.95,1.62495413170345,0.3,NA,0.308407795419492,0.285470519556694
1052,"treat","no","Europe","undis",53,"never","Conservative",0,91000,0.28,0.29,0.43,-0.51,2.99378769836286,0.88,NA,0.876183655897895,0.8299858972767
1053,"treat","yes","North America","undis",58,"married","Conservative",1,16028.7079141773,0.06,0.77,0.17,0.23,1.79491368612678,0.79,NA,0.77674785269315,-0.269225591003379
1054,"treat","no","North America","female",41,"divorced","New_Democrat",1,124014.103607349,0.09,0.2,0.71,2.11,3.08369769474588,0.92,NA,0.931891825552921,0.410251041165407
1055,"control","no","North America","female",60,"never","Conservative",3,83000,0.55,0.15,0.3,-0.5,1.09966938773843,0.14,NA,0.149812478981831,0.626369815401247
1056,"treat","yes","Asia","female",32,"divorced","Conservative",1,106005.170690539,0.2,0.26,0.54,0.18,2.57367220814082,0.93,NA,0.931200544102506,1.69727278643262
1057,"treat","no","Asia","male",38,"married","Liberal",2,115218.862616652,0.26,0.67,0.07,-0.21,2.68098631176906,0.01,NA,0.0124924851413262,1.49143018109429
1058,"treat","yes","Asia","male",45,"married","Liberal",3,65247.9778897284,0.85,0.01,0.14,1,1.4938940658825,0.54,NA,0.540676794915285,0.404777133104025
1059,"control","no","North America","undis",50,"divorced","Liberal",1,34150.1130216571,0.54,0.33,0.13,0.01,0.00369842465758397,0.21,NA,0.210407951166575,1.35564765260788
1060,"treat","no","North America","female",59,"married","Other",1,121681.810237141,0.69,0,0.31,0.95,3.04667933706868,0,NA,0.00550851570433959,1.20495997794807
1061,"treat","no","Southern","female",29,"widowed","Other",1,113557.519338522,0.49,0.25,0.26,0.75,2.21306942625577,0.11,NA,0.106496019434609,1.67504511873769
1062,"control","yes","North America","male",64,"widowed","Conservative",0,52377.6493580948,0.18,0.06,0.76,-0.64,1.09210202318831,0.69,NA,0.689675972269095,0.920642931401834
1063,"control","yes","Asia","female",41,"married","New_Democrat",3,147095.546037076,0.76,0.06,0.18,1.69,0.464739190313984,0.72,0.41,0.69570242341429,0.470864793617431
1064,"control","yes","Asia","male",18,"never","Conservative",1,70000,0.59,0.35,0.06,-0.73,0.96726013153675,0.17,NA,0.161740318222671,1.51367353440713
1065,"control","yes","Asia","male",61,"divorced","Conservative",2,22283.0139296612,0.56,0,0.44,1.72,1.33114379204572,0,NA,-0.00370453382880529,1.99931792740642
1066,"treat","yes","Asia","female",41,"never","Conservative",0,76000,0.9,0.1,0,1.05,2.17307643325037,0.23,NA,0.24869678743119,1.06290262352781
1067,"treat","yes","Southern","undis",45,"married","New_Democrat",3,132682.805676529,0.63,0.04,0.33,-0.65,2.19891415849837,0.27,NA,0.26500678846994,0.684935897526385
1068,"treat","yes","North America","undis",65,"married","New_Democrat",0,132320.974163696,0.5,0.32,0.18,-0.48,2.13063482064677,0.11,NA,0.100935525250645,1.33860453822101
1069,"control","yes","Asia","male",29,"married","New_Democrat",1,54051.558915246,0.35,0.6,0.05,0.43,0.662518783433066,0.18,NA,0.18438965805371,1.07221221965015
1070,"treat","yes","Asia","undis",18,"divorced","Liberal",3,105735.952696842,0.64,0.32,0.04,-2.33,0.319565859234515,0.3,NA,0.284917895964259,1.05231665431023
1071,"treat","no","Southern","undis",20,"never","Conservative",3,110000,0.23,0.6,0.17,1.9,3.38145191727987,0.03,NA,0.0377773263937008,1.47306877099751
1072,"treat","yes","North America","undis",40,"married","New_Democrat",2,138260.183719256,1,0,0,0.99,2.25954974841094,0.18,NA,0.18402001201614,1.46530732467183
1073,"control","yes","Southern","undis",35,"married","Conservative",3,102664.330330923,0.38,0.26,0.36,2.22,0.241715143796309,0.89,NA,0.880818700863084,1.79175483274721
1074,"treat","no","Asia","female",44,"never","New_Democrat",0,49000,0.69,0.03,0.28,0.41,2.99405270872012,0.49,NA,0.467720853354644,0.618428315476287
1075,"treat","no","North America","male",28,"married","Liberal",1,45505.9720757776,0.39,0.29,0.32,0.05,2.6442428856867,0.35,NA,0.359445498956406,0.213005463917009
1076,"control","yes","Europe","male",58,"never","Liberal",2,126000,0.3,0.53,0.17,0.13,0.336522812040187,0,NA,0.0112713650300539,2.00010092850856
1077,"control","yes","North America","undis",20,"divorced","Liberal",2,70741.432668496,0.75,0.05,0.2,0.26,-1.50268000384181,1,NA,1.01477552914555,1.14245702848268
1078,"treat","yes","Asia","male",19,"never","Other",1,141000,0.18,0.69,0.13,-0.93,2.26486378659391,0.66,NA,0.657185122774535,0.621750975400176
1079,"control","yes","Europe","male",40,"never","New_Democrat",1,148000,0.19,0.06,0.75,0.42,1.0071270577886,0.34,NA,0.344356193041353,0.746828727367398
1080,"control","yes","Southern","undis",30,"widowed","Other",3,64074.8030021714,0.5,0.41,0.09,-0.63,-0.86620188255465,0.4,NA,0.418491256238618,0.908315625481976
1081,"control","yes","North America","female",42,"married","New_Democrat",2,109287.836054212,0.82,0.01,0.17,-0.98,-0.0316669302522212,0.1,NA,0.101410588626991,1.51568405347097
1082,"treat","no","Southern","male",18,"married","Liberal",0,59045.3295483964,0.27,0.62,0.11,-0.47,2.24908474573817,0.6,NA,0.589567560536493,-0.102512262899554
1083,"control","no","North America","female",21,"divorced","New_Democrat",1,6944.87459226127,0.9,0.02,0.08,1.39,1.81088691934018,0.99,NA,0.99221851104111,0.703988059632595
1084,"treat","yes","Asia","female",46,"never","Conservative",2,41000,0.92,0.06,0.02,-2.15,1.58789466232129,0.65,NA,0.642317507509929,0.484455193156768
1085,"control","yes","Asia","undis",35,"divorced","Conservative",2,96156.8397464443,0.42,0.36,0.22,-2.23,-0.577226998043025,0.09,NA,0.0829076736838823,1.16047490035618
1086,"control","no","North America","male",18,"divorced","Liberal",2,139195.928769961,0.01,0.29,0.7,1.61,0.990307021866785,0.74,NA,0.746141053875772,2.06081462640454
1087,"control","yes","Asia","undis",22,"married","Conservative",2,48775.1438855557,0.28,0.03,0.69,1.02,-0.075197878321144,0.02,NA,0.024471278862642,2.05562935823914
1088,"control","no","Europe","male",64,"divorced","Liberal",1,7711.23338330877,0.5,0.29,0.21,0.1,1.05115585496242,0.65,NA,0.658010641269803,1.11845827342954
1089,"control","no","North America","female",30,"divorced","Liberal",0,0,0.96,0.01,0.03,0.84,0.132019541780632,0.67,NA,0.675313639873829,0.945582751224065
1090,"treat","yes","Asia","undis",19,"widowed","New_Democrat",2,35586.9360036815,0.68,0.23,0.09,0.5,1.99554348912133,0.2,NA,0.202140004798506,1.05708467113646
1091,"control","yes","North America","undis",54,"never","Conservative",1,13000,0.85,0.01,0.14,-1.88,0.234416482910504,0.66,NA,0.665407838630801,0.439770708221069
1092,"treat","yes","Asia","undis",51,"divorced","Liberal",1,66468.721864699,0.28,0.14,0.58,0.57,0.550329726190577,0.55,NA,0.533607838194924,1.49736650264123
1093,"control","yes","Europe","undis",28,"widowed","Conservative",1,120373.963917764,0.44,0.55,0.01,-0.08,0.279988684187341,0.57,NA,0.585741723883315,0.87292802988101
1094,"control","no","Asia","female",57,"divorced","Liberal",1,104474.641652395,0.15,0.64,0.21,0.45,-0.333297284149992,0.03,NA,0.0304848659521953,1.43535110175565
1095,"control","no","North America","male",54,"never","Conservative",1,5000,0.14,0.27,0.59,-0.83,2.47944566539481,0.97,NA,0.961711144496832,0.684693515285317
1096,"control","no","Europe","male",55,"married","Liberal",2,44152.0934391411,0.36,0.19,0.45,-1.69,0.463576160040884,0.36,NA,0.361349471043633,-0.441278090932615
1097,"treat","yes","Europe","male",59,"divorced","Liberal",1,72958.1517036884,0.71,0.07,0.22,1.13,2.10479637662045,0.08,NA,0.0856776066371171,0.700258131561721
1098,"control","no","Asia","female",26,"widowed","New_Democrat",1,133651.006465218,0.68,0.3,0.02,-0.37,0.78073357808472,0.8,NA,0.810387443755997,1.64328858432908
1099,"treat","yes","Southern","female",26,"never","Liberal",2,110000,0.93,0.04,0.03,-0.42,0.89576513194025,0.42,NA,0.429248754000303,1.41543111314052
1100,"control","yes","Europe","male",33,"never","Conservative",1,111000,0.72,0.07,0.21,0.13,1.56519504935575,0.33,NA,0.33404070862763,0.655979968767888
1101,"treat","yes","Southern","female",29,"widowed","Other",0,36555.3597933078,0.45,0.52,0.03,-1.93,0.940079791621633,0,NA,0.00104046629438452,0.868083605717432
1102,"treat","yes","Asia","undis",63,"divorced","Conservative",0,117922.076098266,0.13,0.32,0.55,3.12,2.38383606140641,0.08,NA,0.0925474959778394,0.96923554417734
1103,"control","no","Southern","male",37,"never","Conservative",2,26000,0.78,0.17,0.05,0.67,2.04160051157546,0.04,NA,0.0180303282191656,0.158602922406579
1104,"control","yes","North America","female",55,"divorced","Other",1,137151.430596391,0.3,0.39,0.31,0.41,-0.384608114827099,0.47,NA,0.4584133212942,1.1428670283412
1105,"treat","yes","Asia","female",30,"never","New_Democrat",2,4000,0.11,0.82,0.07,0.74,2.3289602908871,0.52,NA,0.513984954998632,0.836459570400619
1106,"control","yes","Europe","female",43,"married","Conservative",1,92093.3777071683,0.92,0.02,0.06,-0.93,-0.00840497762788245,0.01,NA,0.0111223131597384,0.882116378351143
1107,"control","yes","Asia","female",18,"divorced","Liberal",1,0,0.76,0.05,0.19,0.74,-0.965773051214792,0.28,NA,0.296787353347437,-0.32299963299322
1108,"treat","yes","North America","male",52,"divorced","Conservative",3,34479.3796450331,0.47,0.08,0.45,0.91,3.52098716248814,0,NA,0.00662110887692048,1.21361673810401
1109,"treat","yes","North America","female",51,"married","Conservative",0,58844.8600379557,0.7,0.19,0.11,0.26,1.89017563098838,0.96,NA,0.944106487634599,0.909770657461173
1110,"treat","yes","Europe","female",30,"married","Conservative",2,88848.8819286012,0.22,0.09,0.69,0.03,1.93842045528678,0,NA,-0.0112957444301526,0.736675236552061
1111,"control","yes","Asia","undis",62,"divorced","Liberal",1,31910.6032660697,0.3,0.2,0.5,-0.27,-0.983716940681871,0.86,NA,0.866172796791981,-0.365196293039072
1112,"control","yes","North America","undis",38,"divorced","Conservative",0,26706.9114791006,1,0,0,-0.73,-0.157903199319219,0.51,NA,0.50778755626599,-0.120282147789898
1113,"control","no","North America","undis",61,"divorced","Liberal",2,121590.949312732,0.66,0.1,0.24,-0.83,0.407342233427487,0.19,NA,0.194204558466427,2.15154691993423
1114,"treat","yes","North America","female",32,"married","Other",2,50438.8319036175,0.02,0.67,0.31,0.2,1.08381836311957,0.66,NA,0.66379294255885,2.18098576000443
1115,"control","yes","Europe","undis",50,"never","Liberal",2,49000,0.04,0.26,0.7,-0.77,-1.11785125327431,0.82,NA,0.824195044655355,0.0858154007200042
1116,"treat","no","Asia","male",62,"never","Liberal",1,62000,0.85,0.05,0.1,-1.11,2.65263417628736,0.07,NA,0.0682313165727997,0.653817495935104
1117,"treat","yes","Asia","undis",34,"never","Liberal",1,29000,0.4,0.23,0.37,0.56,1.01876754604162,0.69,NA,0.689812318898086,0.530597018251488
1118,"treat","no","North America","female",45,"married","New_Democrat",1,78486.9041610262,0.48,0.28,0.24,1.33,3.20498947267711,0.99,NA,0.991698380528769,1.08242764460384
1119,"treat","no","Asia","undis",63,"widowed","Conservative",3,80810.7436599516,0.16,0.11,0.73,0.92,2.993294812784,0.82,NA,0.800739189090477,1.28617431003341
1120,"control","yes","North America","female",20,"never","Liberal",2,47000,0.57,0.33,0.1,-0.93,-1.63094764845365,0.22,NA,0.2211708178321,1.0119104644502
1121,"treat","no","North America","male",59,"married","New_Democrat",1,112339.449862782,0.18,0.36,0.46,0.5,4.73670686705041,0,NA,-0.0103723024805321,1.23453519246695
1122,"control","yes","Asia","male",54,"divorced","Conservative",0,134169.685267271,0.54,0,0.46,0.86,1.42058507716852,0.72,NA,0.722185335459901,1.47921143241463
1123,"control","yes","Asia","undis",50,"widowed","Liberal",1,76362.4778208044,0.74,0.06,0.2,0.52,-0.877699052048671,0.48,NA,0.476425122004592,0.82811901962248
1124,"control","no","Asia","male",42,"married","Liberal",0,134605.44487363,0.15,0.15,0.7,-1.25,1.17124911103248,0.9,NA,0.902997465167349,1.22655991852812
1125,"control","no","Southern","male",40,"never","New_Democrat",3,84000,0.37,0.29,0.34,-0.5,1.68222215543509,0.4,NA,0.409856262179531,1.10159364097949
1126,"treat","no","Europe","male",63,"divorced","Conservative",1,82459.2118980922,0.31,0.38,0.31,-0.75,4.52067253229286,0.71,NA,0.711677898033827,1.81352364686939
1127,"control","yes","North America","male",49,"married","Liberal",2,78010.8985466247,0.22,0.53,0.25,-0.57,-0.714260191528062,0.48,NA,0.491141448996432,0.859362165703906
1128,"control","no","Asia","female",29,"married","Liberal",2,152105.624590344,0.22,0.75,0.03,0.04,0.0690581021166401,0.01,NA,-0.0135995484998197,1.4344334279623
1129,"control","no","North America","male",21,"widowed","Conservative",1,15851.2062290101,0.03,0.89,0.08,0.4,1.77307511358979,0.99,NA,0.987900199621084,0.807225328318093
1130,"treat","no","Europe","male",27,"divorced","Conservative",3,108612.5989956,0.11,0.53,0.36,1.18,4.58539679360841,0.12,NA,0.108017951931298,0.793914387081051
1131,"treat","yes","North America","male",61,"married","Conservative",3,34428.2432766089,0.99,0,0.01,-0.71,3.08040074405946,0.16,NA,0.155723859044683,1.05740164139382
1132,"treat","no","North America","female",22,"divorced","Conservative",0,68115.5777810272,0.92,0.03,0.05,-0.01,3.11678786382208,0.21,NA,0.222283690363264,-0.430849608745673
1133,"treat","no","Southern","female",59,"divorced","Liberal",0,77687.1080935291,0.07,0.56,0.37,1.31,2.4794542379004,0.49,NA,0.481469510194241,0.409389354365093
1134,"treat","no","Europe","male",40,"widowed","Liberal",1,73689.5288843986,0.03,0.37,0.6,-1.28,3.11641448431455,0.53,NA,0.53581883714818,1.34462994990772
1135,"control","no","Asia","undis",48,"divorced","Conservative",0,25220.4606366113,0.14,0.42,0.44,-0.15,1.09659161029532,0.12,NA,0.127360391741225,-0.0670787895368096
1136,"control","yes","Southern","female",52,"divorced","Liberal",2,14154.7127086661,0.94,0.04,0.02,-1.77,-1.13969623770277,0.28,NA,0.28957720905787,0.877464774180176
1137,"treat","no","Asia","female",51,"married","Other",0,151170.782837985,0.25,0.62,0.13,0.62,2.36839784223506,0,NA,0.0146255082071206,2.02044572242847
1138,"control","yes","Asia","female",62,"divorced","Conservative",2,44559.8540669749,0.91,0,0.09,0.71,0.27240688764891,0.9,NA,0.910395026276123,0.283187923563448
1139,"treat","yes","North America","female",34,"divorced","Conservative",1,132609.609876744,0.16,0.63,0.21,1.22,2.55737508151578,0.34,NA,0.344761384716439,2.11674707298096
1140,"treat","no","Southern","undis",26,"married","Liberal",2,55083.8357467683,0.12,0.72,0.16,0.21,1.77441871276459,0.85,NA,0.820439761581846,1.16652188237009
1141,"treat","no","North America","male",36,"never","Other",0,39000,0.12,0.82,0.06,0.99,3.33156107275644,0.43,NA,0.431794148728597,1.10555088053013
1142,"control","yes","Asia","undis",22,"never","Liberal",0,114000,0.51,0.01,0.48,0.64,-1.2408162769647,0.1,NA,0.1008723927184,0.91727554190259
1143,"control","yes","Europe","undis",45,"divorced","New_Democrat",0,8318.70895185387,0.25,0.5,0.25,0.74,-0.319433287406389,0.09,NA,0.0954427706437054,0.282814958090105
1144,"control","no","Europe","undis",56,"married","Liberal",0,47111.1187561231,0.36,0.32,0.32,-1.14,-0.226472541738397,0.59,NA,0.569033917004765,0.772666202815906
1145,"treat","yes","Asia","male",44,"married","Conservative",2,26937.4848169626,0.09,0.75,0.16,1.58,3.3737893291029,0.31,NA,0.309371607501255,0.91358028899235
1146,"control","no","Asia","female",19,"never","New_Democrat",0,36000,0.23,0.57,0.2,-1.83,0.764163594890286,0.2,NA,0.194295491538408,0.420975743862745
1147,"control","yes","North America","female",18,"never","Liberal",3,45000,0.59,0.28,0.13,0.94,-1.36546318725214,0.05,NA,0.0465044619758989,1.03091911853484
1148,"treat","yes","Asia","undis",57,"never","Conservative",0,91000,0.79,0.1,0.11,-0.35,1.99862141933696,0.18,NA,0.181885547645986,1.18265170253537
1149,"treat","no","Southern","undis",43,"divorced","Conservative",3,66614.2421044751,0.87,0.01,0.12,-0.06,2.94925367731196,0.84,NA,0.82659597168537,1.13358819991909
1150,"control","no","Europe","female",62,"divorced","Liberal",4,0,0.67,0,0.33,1.42,0.126693397250176,0.98,NA,0.968704332551927,0.580946431379924
1151,"treat","no","Southern","female",47,"married","New_Democrat",0,10384.8214807306,0.94,0,0.06,0.3,2.9019712551013,0.05,NA,0.0421237889683364,0.975280527431265
1152,"treat","yes","North America","undis",60,"divorced","Conservative",0,112455.11651234,0.9,0.01,0.09,-1.35,2.2179075872025,0.54,NA,0.553569742212591,1.52459513136748
1153,"control","no","North America","female",52,"married","New_Democrat",2,112497.024134651,0.42,0.06,0.52,1.88,1.69522974104384,0.51,NA,0.518207225889263,1.2676134216277
1154,"control","yes","Asia","female",24,"married","Conservative",0,38403.0750441125,0.68,0.01,0.31,-0.61,-0.183688671292796,0.13,NA,0.121136462592183,0.639602031562859
1155,"control","no","Asia","female",60,"widowed","New_Democrat",2,115664.056903403,0.35,0.11,0.54,0.29,1.70659877374683,0.52,NA,0.519787739314508,1.64113841391092
1156,"control","yes","Southern","undis",32,"married","Other",1,130935.816865057,0.57,0.11,0.32,-0.97,-0.910312793281377,0.02,NA,0.0282929275908088,0.724087673883843
1157,"control","yes","Asia","undis",25,"divorced","Liberal",0,6816.65913831781,0.66,0.32,0.02,-0.9,-1.50357311939825,0.9,NA,0.9012945143974,0.331432460322537
1158,"control","no","North America","undis",40,"never","New_Democrat",0,82000,0.93,0.04,0.03,0.07,1.20310215550011,0.64,NA,0.644213403528229,1.13321990233451
1159,"treat","yes","North America","male",54,"divorced","New_Democrat",1,23283.5914645495,0.07,0.87,0.06,-1.11,2.37927609986904,0.06,NA,0.05756875033883,0.534014582253592
1160,"control","no","Europe","female",24,"widowed","Other",2,141542.816353081,0.33,0.42,0.25,-0.81,0.19797514119102,0.28,NA,0.264930720496361,1.2391691120215
1161,"treat","no","Southern","female",31,"divorced","Conservative",2,32523.1297489699,0.3,0.6,0.1,-0.87,2.87114628780365,0.37,NA,0.379674667429683,0.661709677800111
1162,"treat","yes","North America","undis",32,"never","Liberal",0,149000,0.6,0.02,0.38,-0.93,0.58352895115968,0.33,NA,0.327275448398906,1.72794085602546
1163,"treat","yes","North America","female",24,"widowed","Other",2,145076.849308883,0.38,0.13,0.49,0.03,1.20571749482267,0.29,NA,0.279738038722046,1.92306184075276
1164,"treat","no","North America","undis",56,"divorced","Liberal",0,90927.1850653635,0.42,0.26,0.32,-1.11,2.06425474015376,0.96,NA,0.968494167801334,-0.258900589762897
1165,"control","no","Southern","female",19,"divorced","Conservative",1,0,0.79,0.16,0.05,-0.63,0.864939411710037,0.39,NA,0.380179797432178,0.570204360478891
1166,"control","no","North America","undis",61,"divorced","Other",1,100529.746272581,0.87,0.1,0.03,0.09,0.486818384065067,0.49,NA,0.484443395253166,0.806078982450714
1167,"treat","yes","North America","female",20,"never","Conservative",1,134000,0.8,0,0.2,-0.96,2.10956482466991,0.33,NA,0.343434056429821,1.54775169087443
1168,"treat","yes","Europe","female",45,"never","Liberal",0,57000,0.12,0.35,0.53,-1.45,0.365897194681958,0.3,NA,0.291558575942705,-0.187110846458934
1169,"treat","no","North America","male",30,"never","Liberal",1,132000,0.3,0.56,0.14,0.34,3.06786273039906,0.82,NA,0.82656090812958,1.79049968048272
1170,"control","yes","Asia","male",39,"married","Conservative",0,36267.5755774099,0.76,0.09,0.15,1.45,1.21640429703975,0.02,NA,0.0251796727490998,1.9059023910694
1171,"control","yes","North America","female",29,"divorced","Other",0,18419.2361760056,0.85,0.06,0.09,0.46,-0.866262070248803,0.24,NA,0.231925721718851,1.00895124390723
1172,"control","no","North America","undis",45,"never","New_Democrat",2,18000,0.15,0.82,0.03,-0.23,1.48677416566752,0.14,NA,0.14379721425034,0.870329333779397
1173,"treat","yes","North America","undis",23,"never","Other",2,13000,0.33,0.5,0.17,0.28,1.2218623744742,0,NA,0.0092196001431758,0.907150162583242
1174,"control","yes","Asia","undis",35,"divorced","Liberal",0,75581.7471044943,0.34,0.42,0.24,1.04,-1.01405388373898,0.03,NA,0.0353194447050997,1.75973567429356
1175,"treat","no","Asia","undis",41,"married","Conservative",0,131441.818518752,0.39,0.18,0.43,1.24,3.46892634318229,0.15,NA,0.140308295416909,0.806473942242591
1176,"treat","yes","North America","male",40,"married","Other",1,20094.8729725299,0.87,0.02,0.11,-0.89,2.60446687340497,0.59,NA,0.608171601179335,0.774904787929725
1177,"treat","yes","Asia","female",47,"married","Other",3,60082.8384703218,0.1,0.58,0.32,0.08,1.60608253984835,0.4,NA,0.386006566739287,1.16785220113874
1178,"control","yes","Europe","undis",28,"never","Conservative",0,32000,0.83,0.17,0,-1,-0.139852582044399,0.01,NA,0.0012318273467753,0.407202745271966
1179,"treat","no","Asia","female",53,"never","Liberal",1,125000,0.85,0.01,0.14,-0.92,2.03518522373169,0.22,NA,0.224237166272315,1.64216554693482
1180,"treat","yes","Southern","undis",38,"widowed","Conservative",2,98016.3249092,0.48,0.43,0.09,-0.31,1.75356324140286,0.56,NA,0.570992151529501,1.89134546663981
1181,"treat","no","Europe","male",64,"divorced","Liberal",1,18072.5380132825,0.41,0.34,0.25,1.31,3.90977652610507,0.03,NA,0.0313263668100789,0.352642222765823
1182,"treat","yes","North America","male",45,"married","Other",1,90756.8845654403,0.13,0.87,0,0.02,2.15552452945534,0.62,NA,0.63532100611063,0.385878770739262
1183,"control","no","Southern","female",26,"never","Conservative",1,46000,0.76,0.07,0.17,-0.76,0.929272431503915,0.12,NA,0.118122770226459,0.476060665173082
1184,"control","no","Asia","female",27,"divorced","New_Democrat",1,9284.71940451585,0.72,0.03,0.25,-0.72,1.07870682221114,0.4,NA,0.383227433996748,0.256378676569062
1185,"treat","yes","Asia","undis",23,"married","Liberal",1,60090.8462715055,0.35,0.03,0.62,-0.45,0.658842092078261,0.01,NA,0.0329023360045007,0.354809861987721
1186,"treat","yes","Europe","undis",51,"married","Other",2,113098.819022748,0.1,0.01,0.89,-0.98,1.187626956756,0.97,NA,0.982801298394368,1.05989042020587
1187,"treat","yes","North America","male",21,"widowed","New_Democrat",0,19065.2403299135,0.55,0.31,0.14,0.92,3.43561356719362,0.48,NA,0.493190970848345,0.168141759975275
1188,"treat","yes","Asia","female",53,"divorced","Other",0,120751.870548454,0.29,0.68,0.03,0.03,1.58966549963241,0.51,NA,0.52245430145847,2.05198369155265
1189,"treat","no","Asia","male",43,"never","New_Democrat",0,22000,0.79,0.07,0.14,-0.55,4.85136511687709,0.99,NA,0.975773938808371,0.498912657998618
1190,"treat","yes","North America","female",35,"divorced","Liberal",1,24154.6559428498,0.92,0.04,0.04,0.56,0.965525759621925,0.5,NA,0.50773311355157,1.85022837160916
1191,"control","no","Europe","female",65,"widowed","New_Democrat",3,6127.82720525148,0.96,0.01,0.03,0.11,1.19947482626536,0.87,NA,0.854766875412088,0.22024221479547
1192,"control","yes","Asia","female",27,"married","Liberal",1,109819.797674527,0.4,0.05,0.55,-0.75,-1.41156362636166,0.76,NA,0.749305572184268,0.147611385150673
1193,"control","yes","Europe","undis",31,"divorced","Other",2,103835.83730628,0.55,0.09,0.36,-0.11,-0.648655453544638,0.61,NA,0.610625683264104,1.22148738167139
1194,"treat","yes","Asia","male",24,"widowed","New_Democrat",2,59394.9751950795,0.95,0.03,0.02,0.09,2.90342198028843,0.51,NA,0.495087895232651,0.988104051486642
1195,"control","yes","Asia","female",41,"married","Conservative",1,144398.26440808,0.28,0.45,0.27,0.14,0.30233250134216,0.55,NA,0.545617745622741,2.27473759311576
1196,"treat","no","Asia","female",57,"divorced","Conservative",4,3809.13373256283,0.02,0.54,0.44,0.43,3.28621044716994,0.79,NA,0.782820656467071,0.726828509822308
1197,"treat","yes","North America","male",31,"married","Liberal",1,95062.0736503427,0.37,0.32,0.31,-0.97,1.39072251330688,0.69,NA,0.681608360674265,0.828679244551547
