"RBC","HR","SR","WS","SF","Hol","Humid","RF","Temp","Seas"
1846,14,0.65,1.6,0,"No Holiday",86,0,21.6,"Summer"
1616,13,2.2,1.7,0,"No Holiday",45,0,14.7,"Spring"
2655,22,0,1.2,0,"No Holiday",71,0,20.5,"Autumn"
1921,1,0,2,0,"No Holiday",60,0,28.4,"Summer"
1841,5,0,3.2,0,"No Holiday",59,0,10.9,"Autumn"
1974,19,0,1.8,0,"No Holiday",74,0,15.7,"Autumn"
1771,21,0,1.2,0,"Holiday",72,0,4.6,"Autumn"
2696,20,0.09,1.2,0,"No Holiday",43,0,27.4,"Autumn"
1955,11,2.38,0.6,0,"No Holiday",75,0,12.9,"Autumn"
1840,20,0,1.7,0,"No Holiday",77,0,8.5,"Autumn"
1701,10,1.4,2.9,0,"No Holiday",75,0,12.6,"Autumn"
2219,5,0,1.8,0,"No Holiday",55,0,32.8,"Summer"
1027,13,3.06,3.7,2,"No Holiday",44,0,-5.4,"Winter"
1924,10,1.16,1.2,0,"No Holiday",62,0,18,"Summer"
1578,22,0,1.8,0,"No Holiday",83,0,3,"Autumn"
1560,9,0.52,1.6,0,"No Holiday",76,0,25.5,"Summer"
2366,21,0,0.4,0,"No Holiday",48,0,9,"Autumn"
1562,20,0.03,3,0,"No Holiday",98,0,17.3,"Spring"
1369,7,0.41,0.7,0,"No Holiday",74,0,17.4,"Summer"
2430,19,0,2.2,0,"No Holiday",62,0,16.5,"Autumn"
1809,22,0,1.8,2.8,"No Holiday",39,0,1.5,"Winter"
1397,4,0,1.1,0,"No Holiday",76,0,28.3,"Summer"
2587,16,0.24,1.4,0,"No Holiday",52,0,35.4,"Summer"
791,0,0,2.1,0,"No Holiday",94,0,22.4,"Summer"
1786,14,2.37,2,0,"No Holiday",71,0,12.9,"Spring"
1599,7,0,2.2,0,"No Holiday",36,0,-7.9,"Winter"
1893,8,0.11,1.1,0,"No Holiday",82,0,22.2,"Summer"
1724,22,0,3.1,0,"No Holiday",62,0,0.3,"Winter"
1514,6,0,0.7,0,"No Holiday",60,0,7.7,"Spring"
1415,16,2.55,1.6,0,"No Holiday",87,0,5.2,"Spring"
1914,22,0,2,0,"No Holiday",48,0,0.0999999999999996,"Spring"
1623,3,0,0.9,0,"No Holiday",53,0,15.3,"Autumn"
3111,16,0.11,1,0,"No Holiday",40,0,28.8,"Autumn"
2082,11,0.06,1.1,0,"No Holiday",57,0,19.6,"Autumn"
1702,15,1.96,1.4,0,"No Holiday",97,0,14.7,"Spring"
1707,14,1.1,3.4,0,"No Holiday",44,0,-1.9,"Autumn"
2776,23,0,0.8,0,"No Holiday",40,0,28.1,"Summer"
1694,20,0,1.2,0,"No Holiday",41,0,-6.5,"Winter"
2217,6,0,1.8,0,"No Holiday",1,0,10.7,"Spring"
919,0,0,1.1,2,"No Holiday",56,0,-4.3,"Winter"
2372,19,0.39,2.2,0,"No Holiday",37,0,12,"Spring"
1100,5,0,0.5,0,"No Holiday",74,0.4,11.9,"Spring"
1472,17,1.05,1.1,0,"No Holiday",97,0,15,"Spring"
1720,5,0,1.6,0,"No Holiday",51,0,33.1,"Summer"
1856,14,2.97,2.3,0,"No Holiday",88,0,22.9,"Summer"
1435,4,0,2.4,0,"No Holiday",63,0,32.6,"Summer"
832,9,1.13,1.4,0,"No Holiday",82,0,7,"Autumn"
2184,18,0.04,4.2,0,"No Holiday",17,0,4,"Winter"
2355,21,0,1.7,0,"No Holiday",44,0,4.6,"Autumn"
1303,3,0,1.4,0,"No Holiday",87,0,11.6,"Autumn"
1654,11,2.73,3.7,0,"No Holiday",88,0,2.1,"Spring"
1413,0,0,1.5,0,"No Holiday",51,0,1.9,"Autumn"
1719,3,0,2,0,"No Holiday",17,0,7.1,"Winter"
1526,6,0,0.8,0,"No Holiday",87,0,10,"Autumn"
1401,12,2.84,2.2,0,"Holiday",58,0,-12.1,"Winter"
2131,9,1.79,2.8,0,"No Holiday",26,0,1.3,"Autumn"
2102,21,0,0.5,0,"No Holiday",82,0,25.7,"Summer"
2141,21,0,0.9,0,"No Holiday",68,0,15.5,"Spring"
2101,3,0,1.5,0,"No Holiday",42,0,20.9,"Spring"
2163,21,0,1.1,0,"No Holiday",85,0.5,17.1,"Autumn"
1118,18,0.16,1.6,0,"No Holiday",45,0,-11.8,"Winter"
1633,11,0.9,3,0,"No Holiday",64,0,9.1,"Autumn"
1176,6,0,1,0,"No Holiday",50,0,-10.9,"Winter"
1964,8,0.85,0.6,0,"No Holiday",64,0,30,"Summer"
1982,12,2.72,1.1,0,"No Holiday",71,0,12.1,"Autumn"
1874,20,0.02,0.4,0,"No Holiday",54,0,2.5,"Spring"
1716,8,0.04,1.3,0,"No Holiday",71,0.5,16.8,"Spring"
959,2,0,3,0,"Holiday",78,0,17.2,"Spring"
1708,18,0.16,0.9,0,"No Holiday",98,7,24.2,"Summer"
1581,16,1.46,1.4,0,"No Holiday",73,0,5.2,"Spring"
1757,1,0,0.9,0,"No Holiday",77,0,22.9,"Autumn"
2067,13,2.87,2.6,0,"No Holiday",50,0,27.9,"Summer"
1215,2,0,2.9,0,"No Holiday",49,0,4.1,"Spring"
1316,6,0,0.7,0.2,"No Holiday",43,0,-2.6,"Winter"
1287,22,0,2.3,0,"No Holiday",78,0,0.2,"Winter"
2201,17,0.23,2.9,0,"No Holiday",33,0,16,"Spring"
1203,3,0,1.8,0,"No Holiday",53,0,-7.9,"Winter"
1611,17,1.92,3.6,0.4,"No Holiday",66,0,3.5,"Winter"
2001,11,2.72,3.8,0,"No Holiday",87,0,2,"Spring"
1692,4,0,2,0,"No Holiday",66,0,25.5,"Summer"
2055,19,0.02,0.5,0,"No Holiday",17,0,2.5,"Winter"
1162,10,0.63,1,0,"No Holiday",66,0,2.1,"Winter"
2487,12,1.14,0.8,0,"No Holiday",50,0,15.7,"Autumn"
755,5,0,0.5,0.4,"No Holiday",77,0.2,-6.6,"Winter"
1152,1,0,1.5,0,"No Holiday",52,0,1.9,"Winter"
1929,10,0.12,0.8,0,"No Holiday",56,0,23.3,"Autumn"
1897,1,0,1.9,0,"No Holiday",31,0,32.2,"Summer"
2328,23,0,1.6,0,"No Holiday",32,0,-0.4,"Autumn"
2462,21,0,3.1,0,"No Holiday",43,0,18.8,"Autumn"
1312,1,0,0.7,0,"No Holiday",32,0,0.3,"Winter"
1750,5,0,0.8,0,"No Holiday",65,0,26.6,"Summer"
1638,1,0,0.3,0,"No Holiday",37,0,3.7,"Autumn"
2645,18,0.02,1.2,0,"No Holiday",56,0,26,"Autumn"
1719,8,0.02,1.2,0,"No Holiday",64,0,21.3,"Summer"
1583,1,0,0.7,0,"No Holiday",51,0,17.8,"Spring"
1844,8,0,2.2,0,"No Holiday",64,0.1,33.2,"Summer"
1621,14,1.29,2.7,0,"No Holiday",48,0,0.9,"Winter"
1458,5,0,0.9,0,"No Holiday",84,0,23.4,"Summer"
874,13,2.67,1.5,0.3,"No Holiday",41,0,-14.9,"Winter"
2079,20,0.1,1,0,"No Holiday",40,0,25.2,"Autumn"
2386,9,0.16,1.6,0,"No Holiday",59,0,33,"Summer"
2113,21,0,2.1,0,"No Holiday",72,0,5.2,"Autumn"
2353,6,0,2.3,0,"No Holiday",20,0,10,"Spring"
2491,8,1.21,3,0,"No Holiday",44,0,20.3,"Spring"
1510,10,1.19,1,0,"No Holiday",27,0,-1.7,"Winter"
2081,7,0.56,1.1,0,"No Holiday",72,0,7.7,"Autumn"
1953,17,0.39,1.7,0,"No Holiday",69,0,27.8,"Summer"
2127,21,0,0.6,0,"No Holiday",58,0,11,"Spring"
1521,9,1.01,0.5,0,"No Holiday",37,0,0.3,"Winter"
1926,13,3.05,1.1,0,"No Holiday",69,0,24.8,"Autumn"
1606,3,0,2.5,0,"No Holiday",96,0,23.8,"Summer"
2127,23,0,1.1,0,"No Holiday",61,0,28.4,"Summer"
2378,15,0.62,1.4,0,"No Holiday",51,0,27.8,"Summer"
1913,13,0.81,2.2,0,"No Holiday",80,0,10.9,"Autumn"
2273,21,0,1.6,0,"No Holiday",36,0,16.6,"Spring"
1315,0,0,0.9,0,"No Holiday",32,0,-7.7,"Winter"
2648,16,1.65,0.6,0,"No Holiday",31,0,36.1,"Summer"
1468,3,0,1.1,0,"No Holiday",81,0,6.2,"Autumn"
2281,12,1.82,1.7,0,"No Holiday",41,0,8.1,"Autumn"
2111,2,0,2.3,0,"No Holiday",84,0,24,"Autumn"
1385,8,0.06,1.2,0,"No Holiday",41,0,-10.5,"Winter"
1400,7,0.18,1,0,"No Holiday",94,2.5,17.5,"Autumn"
1236,1,0,2.9,0,"No Holiday",48,0,-12.1,"Winter"
1869,12,1.33,2.1,0,"No Holiday",25,0,32.5,"Summer"
1646,10,2.26,0.9,0,"No Holiday",74,0,6.7,"Spring"
1393,0,0,1.4,0,"No Holiday",62,0,12.5,"Spring"
1483,5,0,2.5,0,"No Holiday",86,1.5,20.9,"Summer"
2104,23,0,2.3,0,"No Holiday",26,0,2.7,"Winter"
1959,12,2.25,1.7,0,"No Holiday",95,10.5,19.6,"Summer"
1512,1,0,0.8,0,"Holiday",54,0,7.8,"Autumn"
1850,17,0.22,1.4,0,"No Holiday",90,0.5,19.5,"Autumn"
2458,7,0,2.9,0,"No Holiday",0,0,16.1,"Spring"
2032,6,0,2.6,0,"No Holiday",51,0,14.3,"Spring"
2321,22,0,2.7,0,"No Holiday",76,0,14.9,"Autumn"
1553,17,1.04,0.6,0,"No Holiday",77,0,21.4,"Autumn"
2370,20,0.06,2.4,0,"No Holiday",97,1,19.4,"Autumn"
1994,12,0.52,0.4,0,"No Holiday",62,0,29,"Summer"
1664,16,0.68,0.2,0,"No Holiday",79,0,13.4,"Spring"
2780,14,1.12,1.8,0,"No Holiday",45,0,32.6,"Summer"
1759,14,2.26,1.3,0,"No Holiday",30,0,2.3,"Winter"
2399,23,0,2.3,0,"No Holiday",39,0,10.8,"Autumn"
1245,4,0,1.2,0,"No Holiday",49,0,7.8,"Spring"
1994,21,0,0.5,0,"No Holiday",78,0,22.1,"Summer"
2452,19,0,0.9,0,"No Holiday",64,0,32.6,"Summer"
1796,9,1.16,0.4,0,"No Holiday",65,0,30.2,"Summer"
825,10,2.31,1.3,0,"No Holiday",71,0,-1.2,"Winter"
1541,1,0,3.9,0,"No Holiday",74,0,12.3,"Autumn"
2200,20,0,1,0,"No Holiday",71,0,19.9,"Summer"
1203,6,0,0.3,0,"No Holiday",40,0,-6.2,"Winter"
1642,22,0,1.3,1,"No Holiday",49,0,2.1,"Winter"
1200,2,0,2.5,0,"No Holiday",84,0,26.6,"Summer"
2111,3,0,1.4,0,"No Holiday",62,0,24.2,"Summer"
2682,23,0,1.4,0,"No Holiday",31,0,18.6,"Autumn"
1688,4,0,1.2,0,"No Holiday",73,0,3,"Spring"
1847,6,0.06,2.9,0,"No Holiday",63,0,13.4,"Spring"
2171,6,0.05,0.9,0,"No Holiday",14,0,14.5,"Spring"
2044,10,1.77,1.6,0,"No Holiday",31,0,29.3,"Autumn"
2451,19,0,1.4,0,"No Holiday",59,0,16.9,"Autumn"
1401,0,0,0.2,0,"No Holiday",83,0,5.6,"Spring"
2418,22,0,0.4,0,"No Holiday",34,0,12.4,"Spring"
2247,1,0,0.9,0,"No Holiday",42,0,33.4,"Summer"
1991,19,0.12,2,0,"No Holiday",57,0,17.6,"Autumn"
1567,3,0,1.3,0,"No Holiday",73,0,2.4,"Spring"
1105,0,0,0.6,0,"No Holiday",33,0,-6.4,"Winter"
2640,11,2.85,2.7,0,"No Holiday",40,0,33,"Summer"
1475,2,0,1.3,0,"No Holiday",71,0,12.6,"Spring"
1643,18,0.52,1.8,0,"No Holiday",97,0,4.8,"Spring"
1503,0,0,1.7,0,"No Holiday",82,0,11,"Spring"
1803,4,0,1,0,"No Holiday",60,0,28.4,"Summer"
2773,15,1.72,1.7,0,"No Holiday",45,0,34.8,"Summer"
2129,12,1.11,0.8,0,"No Holiday",94,0,23,"Summer"
2259,16,0.21,0.3,0,"No Holiday",39,0,17.8,"Spring"
2035,12,1.85,2.7,0,"No Holiday",72,0,12.4,"Spring"
898,5,0,2.3,0,"No Holiday",69,0,-6.4,"Winter"
2087,12,0.52,1.2,0,"Holiday",30,0,8,"Autumn"
1639,2,0,0.6,0,"No Holiday",85,0,23.9,"Summer"
941,2,0,3.1,0,"No Holiday",67,0,-4.2,"Winter"
1944,23,0,1.1,0,"No Holiday",39,0,2.2,"Winter"
890,1,0,1.9,2.6,"No Holiday",72,0,-1.5,"Winter"
1129,1,0,3.1,0,"No Holiday",51,0,-5.7,"Winter"
1524,14,2.8,1.2,0,"No Holiday",75,0,2.3,"Autumn"
1628,22,0,2.3,0,"No Holiday",39,0,-8.9,"Winter"
2309,19,0,1.2,0,"No Holiday",77,0,17.9,"Spring"
2786,23,0,0.9,0,"No Holiday",51,0,30.8,"Summer"
2278,13,2.31,2.6,0,"No Holiday",34,0,23.7,"Spring"
2052,0,0,3,0,"No Holiday",45,0,19,"Spring"
1111,10,0.56,2.3,0,"No Holiday",68,0,2,"Winter"
1237,4,0,0.6,0,"No Holiday",58,0,1.9,"Spring"
1843,10,2.28,4.3,0,"No Holiday",91,0,27,"Summer"
1387,6,0.02,1.4,0,"No Holiday",67,0,14.6,"Spring"
1295,12,2.55,0.7,0,"No Holiday",63,0,2,"Spring"
1840,17,1.6,0.7,0,"No Holiday",67,0,16.2,"Autumn"
2919,21,0,4.7,0,"No Holiday",40,0,26.1,"Summer"
1502,14,1.93,1.3,0,"No Holiday",71,0,17.4,"Autumn"
1020,4,0,1.7,0,"No Holiday",56,0,-10.7,"Winter"
1993,22,0,1.6,0,"No Holiday",73,0,3.9,"Spring"
2113,6,0,2,0,"No Holiday",39,0,19.4,"Autumn"
2702,20,0,2,0,"No Holiday",33,0,15.3,"Spring"
1583,6,0,2.5,0,"No Holiday",29,0,8.9,"Winter"
2351,22,0,0.6,0,"No Holiday",40,0,10.3,"Spring"
2106,18,0,1.5,0,"No Holiday",75,0.2,6,"Autumn"
1615,20,0,1,0,"No Holiday",87,0.5,19.3,"Summer"
1562,3,0,1.2,0,"No Holiday",76,0,9.2,"Spring"
2553,15,1.72,2,0,"Holiday",83,0,19.7,"Autumn"
2152,18,1.1,1.3,0,"No Holiday",58,0,17.9,"Autumn"
1433,13,2.67,2.2,0,"Holiday",55,0,28.4,"Summer"
1852,12,2.45,2.3,0,"No Holiday",95,0,21.1,"Summer"
2228,20,0,0.4,0,"No Holiday",47,0,17.4,"Autumn"
2419,12,0.89,1.4,0,"No Holiday",51,0,31.1,"Summer"
1829,5,0,0.9,0,"No Holiday",70,0,17.8,"Autumn"
1759,12,0,1.3,0,"No Holiday",85,1.5,7.4,"Autumn"
2353,19,0.25,1.5,0,"No Holiday",48,0,7.2,"Spring"
2429,20,0,1.7,0,"No Holiday",57,0,21.1,"Summer"
1605,8,1.04,1.3,0,"No Holiday",55,0,5.2,"Winter"
2055,20,0,2.5,0,"No Holiday",94,1.6,27.6,"Summer"
2638,12,0.5,3.9,0,"No Holiday",34,0,18.4,"Autumn"
2288,18,0.21,1.2,0,"No Holiday",56,0,32.5,"Summer"
1595,8,0.26,1.6,0,"Holiday",55,0,16,"Spring"
1425,16,1.16,1.4,0.6,"No Holiday",60,0,-5.9,"Winter"
610,0,0,0.7,1,"No Holiday",96,0,2.7,"Winter"
1435,21,0,1.4,0,"No Holiday",86,0,8.1,"Spring"
1154,4,0,1.6,0,"No Holiday",76,0,12.6,"Spring"
1729,17,0.75,0.6,0,"No Holiday",41,0,0.1,"Winter"
898,3,0,1.3,0,"No Holiday",78,0,0.6,"Winter"
1270,14,0.91,0.8,0,"Holiday",74,0,25.6,"Summer"
842,11,2.62,2.4,0,"No Holiday",94,3,12.3,"Spring"
1290,7,0,1.5,0.6,"No Holiday",35,0,-14.6,"Winter"
1842,10,0.48,2.2,0,"No Holiday",49,0,26.7,"Summer"
1484,4,0,0.6,0,"No Holiday",48,0,4.9,"Spring"
1674,10,1.86,1.9,0,"No Holiday",60,0,30.7,"Summer"
1666,7,0,1.4,0,"No Holiday",61,0,2.2,"Spring"
911,4,0,2.3,0,"No Holiday",72,0,-2.3,"Winter"
1203,14,2.39,1.7,0.7,"No Holiday",35,0,-15.8,"Winter"
1767,3,0,0.3,0,"No Holiday",32,0,9.3,"Spring"
1046,14,1.1,1.2,0,"No Holiday",75,0,2.3,"Winter"
1782,15,1.22,2.2,0,"No Holiday",59,0,6.6,"Autumn"
1672,6,0,0.7,0,"No Holiday",31,0,-0.1,"Winter"
2459,21,0,0.9,0,"No Holiday",40,0,22.6,"Spring"
1945,7,0.16,0.6,0,"No Holiday",47,0,19.7,"Autumn"
1021,1,0,0.4,0,"No Holiday",95,2.5,17.3,"Autumn"
2931,15,0.38,1.8,0,"No Holiday",36,0,39.4,"Summer"
488,1,0,1,1,"No Holiday",84,0,-1.1,"Winter"
967,0,0,1.9,0,"No Holiday",54,0,-4,"Winter"
1103,7,0,3,0.8,"No Holiday",77,0,1.1,"Winter"
1340,2,0,1.5,0,"No Holiday",39,0,-7.3,"Winter"
2304,21,0,1.3,0,"No Holiday",37,0,9.3,"Spring"
1500,12,1.07,1.8,0,"No Holiday",88,0,3.4,"Spring"
1055,4,0,1,0,"No Holiday",92,3.5,20.5,"Summer"
1924,19,0.23,1.1,0,"No Holiday",50,0,5.9,"Spring"
2289,23,0,2.9,0,"No Holiday",74,0,12.7,"Autumn"
2094,8,0,2.6,0,"No Holiday",50,0,27.3,"Autumn"
1581,6,0,1,0,"No Holiday",80,0,6.1,"Autumn"
1744,9,0.14,1,0,"No Holiday",40,0,23.6,"Spring"
996,4,0,1.2,0,"No Holiday",62,0,-0.4,"Winter"
1699,4,0,1.7,0,"No Holiday",60,0,9.5,"Autumn"
2425,22,0,1,0,"No Holiday",42,0,8.6,"Autumn"
1404,21,0,2.9,0,"No Holiday",53,0,-12.2,"Winter"
1160,6,0,2.2,0,"No Holiday",66,0,-7.5,"Winter"
1857,2,0,3,0,"No Holiday",45,0,8,"Spring"
1601,7,0.29,2,0,"No Holiday",85,0,26.6,"Summer"
2165,12,2.45,3.2,0,"No Holiday",40,0,4.3,"Spring"
1487,20,0,0.2,0,"No Holiday",57,0,-2,"Winter"
2176,14,2.19,1.2,0,"No Holiday",32,0,30.3,"Spring"
1951,11,0.88,2.6,0,"No Holiday",64,0,27.8,"Summer"
1588,21,0,3.7,0,"No Holiday",94,0.4,6.6,"Spring"
1639,17,1.89,1,0,"Holiday",61,0,6,"Autumn"
1387,7,0.01,0.6,0,"No Holiday",85,0,25.3,"Summer"
1957,22,0,1.4,0,"Holiday",33,0,-0.1,"Winter"
1897,11,0.91,1.2,0,"No Holiday",65,0,30.2,"Summer"
1477,0,0,3,0,"No Holiday",65,0,28.6,"Summer"
2108,21,0,1.6,0,"No Holiday",64,0,23.1,"Summer"
1509,0,0,1.7,0,"No Holiday",75,0,17.6,"Summer"
1849,20,0.02,0.9,0,"No Holiday",33,0,-6.8,"Winter"
2182,20,0,0.9,0,"No Holiday",57,0,6.6,"Spring"
1123,2,0,1.6,0.3,"No Holiday",45,0,-16.2,"Winter"
2058,12,2.51,1.7,0,"No Holiday",37,0,19.9,"Spring"
2061,6,0,2.2,0,"No Holiday",40,0,25.2,"Autumn"
2315,17,0.95,0.2,0,"No Holiday",47,0,26.2,"Summer"
1443,6,0,1.4,0,"No Holiday",34,0,6.3,"Winter"
1413,10,2.37,0.4,0.3,"No Holiday",48,0,-15,"Winter"
1213,5,0,2.7,0,"No Holiday",80,0,1.6,"Spring"
2028,20,0,3.3,0,"No Holiday",40,0,5,"Winter"
1872,23,0,1.5,0,"No Holiday",82,0,24,"Summer"
2186,16,2,0.8,0,"No Holiday",38,0,18.5,"Autumn"
1430,12,0.49,1.2,0,"No Holiday",67,0,15,"Spring"
2053,22,0,0.3,0,"Holiday",67,0,30.3,"Summer"
1475,4,0,3.4,0,"No Holiday",76,0,4.4,"Autumn"
1771,3,0,1.7,0,"No Holiday",63,0,17.5,"Spring"
2194,6,0,2.3,0,"No Holiday",57,0,27.2,"Summer"
1933,1,0,0.8,0,"No Holiday",39,0,18,"Spring"
1735,1,0,0.9,0,"Holiday",43,0,19.2,"Autumn"
981,0,0,1.5,0,"No Holiday",89,0,19.6,"Autumn"
1732,9,0.38,2.6,0,"No Holiday",47,0,34.8,"Summer"
2714,16,0.88,1.1,0,"No Holiday",2,0,12.5,"Spring"
1825,15,1.22,0.8,0,"No Holiday",60,0,8.9,"Autumn"
1724,3,0,0.5,0,"No Holiday",38,0,10.4,"Spring"
1068,3,0,2.6,0,"No Holiday",62,0,19.9,"Autumn"
1692,13,2.67,1.8,3.2,"No Holiday",86,0,2.8,"Autumn"
2070,7,0,2.6,0,"No Holiday",53,0,13,"Autumn"
2088,5,0,1,0,"No Holiday",51,0,25,"Summer"
1369,6,0,1.4,0,"No Holiday",51,0,-2.8,"Winter"
2299,12,1.08,0.4,0,"No Holiday",31,0,21.3,"Autumn"
1605,9,0.18,4.3,0,"No Holiday",84,0,24.7,"Autumn"
2307,21,0,1.4,0,"No Holiday",29,0,2.4,"Autumn"
1642,20,0,2.4,0,"No Holiday",57,0,5.8,"Winter"
1976,18,0.16,2.3,0,"No Holiday",74,0,10.7,"Autumn"
1652,2,0,1.5,0,"No Holiday",49,0,9,"Autumn"
932,5,0,1.2,0,"No Holiday",81,0,2.7,"Winter"
1001,0,0,0.9,0,"No Holiday",84,0,19.4,"Summer"
2335,10,1.34,0.8,0,"No Holiday",37,0,9.5,"Autumn"
1872,7,0.47,2.2,0,"No Holiday",61,0,13.6,"Autumn"
1477,16,2.05,1.5,1,"No Holiday",27,0,-11.7,"Winter"
2169,18,0.69,1.4,0,"No Holiday",34,0,35.7,"Summer"
1499,2,0,2,0,"No Holiday",79,0,27.1,"Summer"
1815,19,0,1.4,0,"No Holiday",88,0,8.6,"Spring"
2088,16,0.48,1.2,0,"No Holiday",37,0,6.3,"Autumn"
1602,1,0,1.3,0,"No Holiday",51,0,27,"Summer"
2430,8,0.49,1.9,0,"No Holiday",13,0,22,"Spring"
1706,5,0,1.8,0,"No Holiday",18,0,3.1,"Winter"
2302,14,3.2,2.4,0,"No Holiday",57,0,6.9,"Spring"
2510,18,0.47,3.5,0,"No Holiday",34,0,28.3,"Summer"
1344,13,2.99,1.5,0.7,"No Holiday",43,0,-16.6,"Winter"
1856,20,0,1.9,0,"No Holiday",35,0,-4.7,"Winter"
2009,21,0,2.7,0,"No Holiday",59,0,4.5,"Spring"
1702,14,0.83,0.7,0,"No Holiday",39,0,-3.4,"Winter"
1405,5,0,2.8,0,"Holiday",72,0,16,"Autumn"
1536,22,0,0.4,0,"No Holiday",94,2.5,17,"Autumn"
1618,0,0,1.7,0,"No Holiday",57,0,29.7,"Summer"
1649,12,2.59,0.5,0,"Holiday",79,0,25.2,"Summer"
1393,0,0,0.9,0,"No Holiday",73,0,23.4,"Summer"
1971,12,0.94,1.1,0,"No Holiday",30,0,16.6,"Spring"
1645,18,0.65,3.4,0,"No Holiday",52,0,6.5,"Winter"
1284,15,0.73,2.1,0,"No Holiday",53,0,-3.9,"Winter"
1262,17,0.22,0.9,0,"No Holiday",76,0,6.4,"Winter"
1352,1,0,2.4,0,"No Holiday",80,0,23.2,"Summer"
1622,6,0,0.6,0,"No Holiday",43,0,1.1,"Spring"
1615,19,0.01,2.2,0,"No Holiday",72,0,6.4,"Winter"
1737,6,0,3.5,0,"No Holiday",48,0,2.3,"Spring"
1391,2,0,0.8,0,"No Holiday",82,0,17.2,"Spring"
1260,0,0,2.2,0,"No Holiday",82,0,23.8,"Summer"
1429,12,0.44,2.7,0,"No Holiday",94,0,14.4,"Spring"
1719,0,0,2.1,0,"No Holiday",54,0,17,"Spring"
1632,9,0.17,3.1,0,"No Holiday",25,0,-5.1,"Winter"
2041,11,1.25,1.1,0,"No Holiday",58,0,26.9,"Summer"
1735,9,0.49,1.2,0,"No Holiday",57,0,25.7,"Summer"
1001,6,0,0.9,2.2,"No Holiday",80,0,-1.3,"Winter"
1748,5,0,0.5,0,"No Holiday",35,0,1.4,"Autumn"
1984,21,0,3,0,"No Holiday",38,0,-2.1,"Winter"
689,10,1.93,1.8,0,"No Holiday",58,0,-0.7,"Winter"
1140,13,1.23,1.5,0,"No Holiday",82,0,5,"Winter"
1659,8,1.03,0.8,0,"No Holiday",56,0,21,"Summer"
1631,0,0,1.5,0,"No Holiday",50,0,16,"Autumn"
1324,8,0.06,1.2,0,"No Holiday",45,0,1.5,"Winter"
1486,2,0,2.2,0,"No Holiday",27,0,-2.9,"Winter"
2358,13,0.13,0.9,0,"No Holiday",30,0,25.6,"Autumn"
832,1,0,0.6,0,"No Holiday",95,1,8.1,"Spring"
1889,14,0.19,1.2,0,"No Holiday",48,0,21.5,"Autumn"
1969,3,0,3.1,0,"No Holiday",53,0,20.7,"Autumn"
1641,5,0,3.3,0,"No Holiday",18,0,0.8,"Winter"
1407,16,0.54,0.2,0,"No Holiday",98,35,22,"Spring"
1432,17,1.63,2.4,0,"Holiday",71,0,29.7,"Summer"
1266,9,0.76,0.6,0,"No Holiday",38,0,-10.5,"Winter"
2050,18,0.88,2.6,0,"No Holiday",56,0,19.6,"Summer"
2448,19,0.01,2.4,0,"No Holiday",44,0,28.4,"Autumn"
3022,13,2.3,1,0,"No Holiday",29,0,10.7,"Spring"
2287,16,1.47,1.2,0,"No Holiday",56,0,5,"Autumn"
1803,13,1.11,3.7,7.1,"No Holiday",98,9.1,0.2,"Autumn"
1598,13,3.35,1.4,0,"No Holiday",66,0,23.1,"Summer"
1843,17,0.48,1,0,"No Holiday",75,0,19.1,"Summer"
2247,14,1.66,1.4,0,"No Holiday",98,1,21.4,"Autumn"
1189,2,0,1.9,0,"No Holiday",91,0.5,22.7,"Summer"
1627,17,0.57,1.6,0,"No Holiday",63,0,20.1,"Autumn"
2158,20,0,3.7,0,"No Holiday",20,0,-1.5,"Winter"
2445,14,1.98,3,0,"No Holiday",47,0,10.1,"Autumn"
2271,13,1.92,4.6,0,"No Holiday",59,0,15.9,"Spring"
2623,20,0,1.2,0,"No Holiday",80,0,25.4,"Summer"
880,16,2.16,0.8,0,"No Holiday",95,1,7.8,"Spring"
1753,10,1.12,2.8,0,"No Holiday",28,0,2.9,"Winter"
694,2,0,0.2,0,"No Holiday",57,0,-13.5,"Winter"
2040,19,0.05,1.6,0,"No Holiday",63,0,21.6,"Summer"
1363,1,0,1.3,0,"No Holiday",63,0,20.6,"Summer"
2337,8,0.2,1.1,0,"No Holiday",43,0,17.7,"Autumn"
2170,12,1.72,1.1,0,"No Holiday",26,0,31.9,"Summer"
2753,23,0,1,0,"No Holiday",49,0,14.5,"Autumn"
1796,2,0,0.9,0,"No Holiday",36,0,20.6,"Spring"
1720,15,2.47,1.6,0.5,"No Holiday",37,0,-17.7,"Winter"
1317,5,0,3.1,0,"No Holiday",96,0.1,13.6,"Spring"
2368,19,0.02,0.8,0,"No Holiday",55,0,23.4,"Summer"
1922,2,0,2.4,0,"No Holiday",32,0,28.3,"Spring"
2295,5,0,0.4,0,"No Holiday",29,0,26.1,"Autumn"
1434,9,0.84,2.7,0,"No Holiday",88,0,22,"Summer"
1101,16,2.35,2,0,"No Holiday",30,0,-6.7,"Winter"
1987,5,0,1.8,0,"No Holiday",42,0,12.7,"Autumn"
1827,10,0.15,2.1,0,"No Holiday",18,0,6.4,"Winter"
1397,5,0,1.2,0,"No Holiday",48,0,-2.3,"Winter"
1235,12,1.03,1.3,0,"No Holiday",59,0,0,"Winter"
2445,12,1.94,2,0,"No Holiday",69,0,29.7,"Summer"
1713,11,0.09,1.2,0,"No Holiday",74,0,17.2,"Summer"
2550,21,0,0.3,0,"No Holiday",51,0,24,"Summer"
